date,quote,author,work,note,url,lat,lon,lang
2021-06-11T13:01:56.890420+02:00,"lo so bene che merito tutto,<br />lo so bene di avere sbagliato,<br />che il dolore causato ritorna e che quando ritorna si è già triplicato",Giuseppe Anastasi,Schopenhauer,,,,,it
